  Time  Coordinate0  Coordinate1  Coordinate2  Force0  Force1  Force2  Displacement0  Displacement1  Displacement2
 3.39000000e+00   6.00000000e-01   2.00000000e-01   0.00000000e+00  -1.12831040e-03   3.29547749e-07   1.16604667e-23   2.25627777e-05   6.29158398e-04   0.00000000e+00
 3.40000000e+00   6.00000000e-01   2.00000000e-01   0.00000000e+00  -1.12669332e-03   3.36222560e-07  -3.98921697e-23   2.25458138e-05   6.34068963e-04   0.00000000e+00
 3.41000000e+00   6.00000000e-01   2.00000000e-01   0.00000000e+00  -1.12511320e-03   3.42660074e-07   1.44576801e-24   2.25292326e-05   6.38909198e-04   0.00000000e+00
 3.42000000e+00   6.00000000e-01   2.00000000e-01   0.00000000e+00  -1.12358627e-03   3.51510450e-07  -4.68252473e-23   2.25129591e-05   6.43679705e-04   0.00000000e+00
 3.43000000e+00   6.00000000e-01   2.00000000e-01   0.00000000e+00  -1.12205854e-03   3.50750314e-07  -4.53280309e-23   2.24968806e-05   6.48380625e-04   0.00000000e+00
 3.44000000e+00   6.00000000e-01   2.00000000e-01   0.00000000e+00  -1.12054631e-03   3.58828775e-07   4.79618991e-23   2.24810880e-05   6.53009515e-04   0.00000000e+00
 3.45000000e+00   6.00000000e-01   2.00000000e-01   0.00000000e+00  -1.11905459e-03   3.66265614e-07  -7.93311917e-24   2.24657044e-05   6.57564658e-04   0.00000000e+00
 3.46000000e+00   6.00000000e-01   2.00000000e-01   0.00000000e+00  -1.11756387e-03   3.72078228e-07  -7.38276876e-24   2.24507028e-05   6.62045341e-04   0.00000000e+00
 3.47000000e+00   6.00000000e-01   2.00000000e-01   0.00000000e+00  -1.11609263e-03   3.78284701e-07  -4.34362170e-23   2.24359403e-05   6.66450270e-04   0.00000000e+00
 3.48000000e+00   6.00000000e-01   2.00000000e-01   0.00000000e+00  -1.11464389e-03   3.83243942e-07   4.33698700e-23   2.24214002e-05   6.70778412e-04   0.00000000e+00
 3.49000000e+00   6.00000000e-01   2.00000000e-01   0.00000000e+00  -1.11321572e-03   3.87019756e-07   4.61579334e-23   2.24072144e-05   6.75029139e-04   0.00000000e+00
 3.50000000e+00   6.00000000e-01   2.00000000e-01   0.00000000e+00  -1.11179962e-03   3.88568946e-07  -3.87275683e-23   2.23933977e-05   6.79201868e-04   0.00000000e+00
 3.51000000e+00   6.00000000e-01   2.00000000e-01   0.00000000e+00  -1.11039732e-03   3.89209412e-07   1.33457498e-22   2.23798592e-05   6.83296232e-04   0.00000000e+00
 3.52000000e+00   6.00000000e-01   2.00000000e-01   0.00000000e+00  -1.10899024e-03   3.87264051e-07  -5.40111266e-25   2.23666138e-05   6.87312012e-04   0.00000000e+00
 3.53000000e+00   6.00000000e-01   2.00000000e-01   0.00000000e+00  -1.10762395e-03   3.84484341e-07  -9.20974935e-23   2.23536923e-05   6.91249026e-04   0.00000000e+00
 3.54000000e+00   6.00000000e-01   2.00000000e-01   0.00000000e+00  -1.10629799e-03   3.80058830e-07   1.20215967e-23   2.23410155e-05   6.95106236e-04   0.00000000e+00
 3.55000000e+00   6.00000000e-01   2.00000000e-01   0.00000000e+00  -1.10495671e-03   3.81871405e-07  -8.66357145e-23   2.23285910e-05   6.98882734e-04   0.00000000e+00
 3.56000000e+00   6.00000000e-01   2.00000000e-01   0.00000000e+00  -1.10364884e-03   3.73819917e-07   9.01817329e-23   2.23164961e-05   7.02579106e-04   0.00000000e+00
 3.57000000e+00   6.00000000e-01   2.00000000e-01   0.00000000e+00  -1.10234630e-03   3.66801428e-07   1.89897912e-24   2.23047774e-05   7.06195688e-04   0.00000000e+00
 3.58000000e+00   6.00000000e-01   2.00000000e-01   0.00000000e+00  -1.10105409e-03   3.57537987e-07   9.66948205e-23   2.22933670e-05   7.09732528e-04   0.00000000e+00
 3.59000000e+00   6.00000000e-01   2.00000000e-01   0.00000000e+00  -1.09977343e-03   3.46385421e-07  -7.66311348e-23   2.22821800e-05   7.13190013e-04   0.00000000e+00
 3.60000000e+00   6.00000000e-01   2.00000000e-01   0.00000000e+00  -1.09851187e-03   3.33942139e-07   1.12695155e-23   2.22712920e-05   7.16568377e-04   0.00000000e+00
 3.61000000e+00   6.00000000e-01   2.00000000e-01   0.00000000e+00  -1.09726322e-03   3.20149322e-07  -8.68550449e-23   2.22607467e-05   7.19867906e-04   0.00000000e+00
 3.62000000e+00   6.00000000e-01   2.00000000e-01   0.00000000e+00  -1.09602510e-03   3.04651375e-07  -1.80985666e-24   2.22504944e-05   7.23089036e-04   0.00000000e+00
 3.63000000e+00   6.00000000e-01   2.00000000e-01   0.00000000e+00  -1.09479708e-03   2.87863093e-07   4.01065859e-24   2.22404925e-05   7.26232248e-04   0.00000000e+00
 3.64000000e+00   6.00000000e-01   2.00000000e-01   0.00000000e+00  -1.09358862e-03   2.69737202e-07   9.35765386e-25   2.22307596e-05   7.29298098e-04   0.00000000e+00
 3.65000000e+00   6.00000000e-01   2.00000000e-01   0.00000000e+00  -1.09239319e-03   2.50653234e-07  -3.38325679e-24   2.22213320e-05   7.32287267e-04   0.00000000e+00
 3.66000000e+00   6.00000000e-01   2.00000000e-01   0.00000000e+00  -1.09119582e-03   2.30276290e-07  -9.63109133e-23   2.22122079e-05   7.35200548e-04   0.00000000e+00
 3.67000000e+00   6.00000000e-01   2.00000000e-01   0.00000000e+00  -1.09002830e-03   2.08975328e-07  -8.42272568e-23   2.22033329e-05   7.38038706e-04   0.00000000e+00
 3.68000000e+00   6.00000000e-01   2.00000000e-01   0.00000000e+00  -1.08887081e-03   1.87106627e-07   8.63218351e-23   2.21946822e-05   7.40802537e-04   0.00000000e+00
 3.69000000e+00   6.00000000e-01   2.00000000e-01   0.00000000e+00  -1.08772772e-03   1.63701901e-07  -8.16320585e-23   2.21862891e-05   7.43492877e-04   0.00000000e+00
 3.70000000e+00   6.00000000e-01   2.00000000e-01   0.00000000e+00  -1.08655802e-03   1.12928021e-07   2.94682408e-24   2.21782138e-05   7.46105618e-04   0.00000000e+00
 3.71000000e+00   6.00000000e-01   2.00000000e-01   0.00000000e+00  -1.08543124e-03   9.67232145e-08  -9.63099097e-23   2.21703274e-05   7.48639022e-04   0.00000000e+00
 3.72000000e+00   6.00000000e-01   2.00000000e-01   0.00000000e+00  -1.08432142e-03   4.89793041e-08   4.07135824e-25   2.21626035e-05   7.51099680e-04   0.00000000e+00
 3.73000000e+00   6.00000000e-01   2.00000000e-01   0.00000000e+00  -1.08322100e-03   4.31191709e-09  -5.20300633e-24   2.21551557e-05   7.53489812e-04   0.00000000e+00
 3.74000000e+00   6.00000000e-01   2.00000000e-01   0.00000000e+00  -1.08213192e-03  -3.45239109e-08   8.12940490e-23   2.21480377e-05   7.55808663e-04   0.00000000e+00
 3.75000000e+00   6.00000000e-01   2.00000000e-01   0.00000000e+00  -1.08104717e-03  -7.72856107e-08  -3.48979772e-24   2.21411988e-05   7.58058294e-04   0.00000000e+00
 3.76000000e+00   6.00000000e-01   2.00000000e-01   0.00000000e+00  -1.07997369e-03  -1.19420622e-07   8.69495225e-23   2.21345489e-05   7.60239818e-04   0.00000000e+00
 3.77000000e+00   6.00000000e-01   2.00000000e-01   0.00000000e+00  -1.07890359e-03  -1.61458899e-07  -5.57003422e-24   2.21281534e-05   7.62352348e-04   0.00000000e+00
 3.78000000e+00   6.00000000e-01   2.00000000e-01   0.00000000e+00  -1.07785466e-03  -1.93867467e-07   1.11808685e-23   2.21220228e-05   7.64395964e-04   0.00000000e+00
 3.79000000e+00   6.00000000e-01   2.00000000e-01   0.00000000e+00  -1.07678603e-03  -2.46894467e-07   9.49922157e-23   2.21161604e-05   7.66369717e-04   0.00000000e+00
 3.80000000e+00   6.00000000e-01   2.00000000e-01   0.00000000e+00  -1.07576806e-03  -2.77122949e-07  -7.83908158e-23   2.21104210e-05   7.68272756e-04   0.00000000e+00
 3.81000000e+00   6.00000000e-01   2.00000000e-01   0.00000000e+00  -1.07476250e-03  -3.25185032e-07  -7.86412794e-23   2.21048014e-05   7.70109048e-04   0.00000000e+00
 3.82000000e+00   6.00000000e-01   2.00000000e-01   0.00000000e+00  -1.07375748e-03  -3.73235175e-07   1.76165254e-23   2.20994735e-05   7.71881086e-04   0.00000000e+00
 3.83000000e+00   6.00000000e-01   2.00000000e-01   0.00000000e+00  -1.07277393e-03  -4.16728815e-07   6.55205602e-26   2.20944412e-05   7.73589066e-04   0.00000000e+00
 3.84000000e+00   6.00000000e-01   2.00000000e-01   0.00000000e+00  -1.07179466e-03  -4.62306549e-07  -1.89679668e-24   2.20895977e-05   7.75234759e-04   0.00000000e+00
 3.85000000e+00   6.00000000e-01   2.00000000e-01   0.00000000e+00  -1.07080526e-03  -5.12262157e-07  -6.12463951e-24   2.20849193e-05   7.76817691e-04   0.00000000e+00
 3.86000000e+00   6.00000000e-01   2.00000000e-01   0.00000000e+00  -1.06985558e-03  -5.47507304e-07   7.84265482e-23   2.20804315e-05   7.78337496e-04   0.00000000e+00
 3.87000000e+00   6.00000000e-01   2.00000000e-01   0.00000000e+00  -1.06891680e-03  -5.94488675e-07   8.12157166e-24   2.20761574e-05   7.79797491e-04   0.00000000e+00
 3.88000000e+00   6.00000000e-01   2.00000000e-01   0.00000000e+00  -1.06798679e-03  -6.39411140e-07  -5.83678512e-24   2.20720585e-05   7.81199458e-04   0.00000000e+00
 3.89000000e+00   6.00000000e-01   2.00000000e-01   0.00000000e+00  -1.06706332e-03  -6.80005558e-07   5.66258961e-24   2.20681076e-05   7.82543586e-04   0.00000000e+00
 3.90000000e+00   6.00000000e-01   2.00000000e-01   0.00000000e+00  -1.06615764e-03  -7.21430592e-07   7.47113733e-24   2.20643820e-05   7.83831187e-04   0.00000000e+00
 3.91000000e+00   6.00000000e-01   2.00000000e-01   0.00000000e+00  -1.06525933e-03  -7.60785015e-07  -6.55920327e-24   2.20608572e-05   7.85063325e-04   0.00000000e+00
 3.92000000e+00   6.00000000e-01   2.00000000e-01   0.00000000e+00  -1.06437032e-03  -7.98983741e-07   5.17110418e-24   2.20574777e-05   7.86240775e-04   0.00000000e+00
 3.93000000e+00   6.00000000e-01   2.00000000e-01   0.00000000e+00  -1.06349340e-03  -8.35548507e-07   1.67246364e-24   2.20542504e-05   7.87364599e-04   0.00000000e+00
 3.94000000e+00   6.00000000e-01   2.00000000e-01   0.00000000e+00  -1.06262817e-03  -8.71656033e-07  -9.14281605e-23   2.20512007e-05   7.88435781e-04   0.00000000e+00
 3.95000000e+00   6.00000000e-01   2.00000000e-01   0.00000000e+00  -1.06177207e-03  -9.05751661e-07   9.48266046e-23   2.20483340e-05   7.89455226e-04   0.00000000e+00
 3.96000000e+00   6.00000000e-01   2.00000000e-01   0.00000000e+00  -1.06092494e-03  -9.39390863e-07  -5.33919466e-24   2.20456178e-05   7.90423909e-04   0.00000000e+00
 3.97000000e+00   6.00000000e-01   2.00000000e-01   0.00000000e+00  -1.06008769e-03  -9.71498414e-07   1.30245787e-24   2.20430296e-05   7.91342792e-04   0.00000000e+00
 3.98000000e+00   6.00000000e-01   2.00000000e-01   0.00000000e+00  -1.05926296e-03  -1.00292773e-06   1.27840256e-23   2.20406016e-05   7.92212820e-04   0.00000000e+00
 3.99000000e+00   6.00000000e-01   2.00000000e-01   0.00000000e+00  -1.05844634e-03  -1.03304637e-06  -1.31308917e-24   2.20383339e-05   7.93034941e-04   0.00000000e+00
 4.00000000e+00   6.00000000e-01   2.00000000e-01   0.00000000e+00  -1.05763855e-03  -1.06240868e-06   8.04993303e-23   2.20362047e-05   7.93810074e-04   0.00000000e+00
 4.01000000e+00   6.00000000e-01   2.00000000e-01   0.00000000e+00  -1.05684122e-03  -1.09044121e-06   8.59412860e-25   2.20342049e-05   7.94539101e-04   0.00000000e+00
 4.02000000e+00   6.00000000e-01   2.00000000e-01   0.00000000e+00  -1.05605239e-03  -1.11771307e-06   1.86582764e-25   2.20323356e-05   7.95222889e-04   0.00000000e+00
 4.03000000e+00   6.00000000e-01   2.00000000e-01   0.00000000e+00  -1.05527464e-03  -1.14374875e-06   1.60053423e-22   2.20306133e-05   7.95862273e-04   0.00000000e+00
 4.04000000e+00   6.00000000e-01   2.00000000e-01   0.00000000e+00  -1.05450428e-03  -1.16897811e-06  -3.79887497e-24   2.20290225e-05   7.96458083e-04   0.00000000e+00
 4.05000000e+00   6.00000000e-01   2.00000000e-01   0.00000000e+00  -1.05374228e-03  -1.19321526e-06   2.08978142e-24   2.20275476e-05   7.97011157e-04   0.00000000e+00
 4.06000000e+00   6.00000000e-01   2.00000000e-01   0.00000000e+00  -1.05299132e-03  -1.21674045e-06   9.07878163e-25   2.20261963e-05   7.97522324e-04   0.00000000e+00
 4.07000000e+00   6.00000000e-01   2.00000000e-01   0.00000000e+00  -1.05224735e-03  -1.23940293e-06   9.08211031e-24   2.20249694e-05   7.97992454e-04   0.00000000e+00
 4.08000000e+00   6.00000000e-01   2.00000000e-01   0.00000000e+00  -1.05151359e-03  -1.26162434e-06   8.74774201e-23   2.20238640e-05   7.98422425e-04   0.00000000e+00
 4.09000000e+00   6.00000000e-01   2.00000000e-01   0.00000000e+00  -1.05078708e-03  -1.28300948e-06   8.54333874e-23   2.20228684e-05   7.98813145e-04   0.00000000e+00
 4.10000000e+00   6.00000000e-01   2.00000000e-01   0.00000000e+00  -1.05006973e-03  -1.30421575e-06  -1.07855127e-23   2.20219788e-05   7.99165554e-04   0.00000000e+00
 4.11000000e+00   6.00000000e-01   2.00000000e-01   0.00000000e+00  -1.04936110e-03  -1.32462187e-06   3.71661984e-24   2.20212025e-05   7.99480614e-04   0.00000000e+00
 4.12000000e+00   6.00000000e-01   2.00000000e-01   0.00000000e+00  -1.04866091e-03  -1.34506169e-06   6.02319273e-25   2.20205329e-05   7.99759306e-04   0.00000000e+00
 4.13000000e+00   6.00000000e-01   2.00000000e-01   0.00000000e+00  -1.04796822e-03  -1.36449773e-06   1.66403719e-23   2.20199614e-05   8.00002647e-04   0.00000000e+00
 4.14000000e+00   6.00000000e-01   2.00000000e-01   0.00000000e+00  -1.04728478e-03  -1.38451836e-06  -4.12675113e-24   2.20194856e-05   8.00211648e-04   0.00000000e+00
 4.15000000e+00   6.00000000e-01   2.00000000e-01   0.00000000e+00  -1.04660849e-03  -1.40297208e-06  -8.50841706e-23   2.20191057e-05   8.00387355e-04   0.00000000e+00
 4.16000000e+00   6.00000000e-01   2.00000000e-01   0.00000000e+00  -1.04594070e-03  -1.42250721e-06   8.37359332e-23   2.20188213e-05   8.00530844e-04   0.00000000e+00
 4.17000000e+00   6.00000000e-01   2.00000000e-01   0.00000000e+00  -1.04528064e-03  -1.44041970e-06   7.24467428e-24   2.20186235e-05   8.00643181e-04   0.00000000e+00
 4.18000000e+00   6.00000000e-01   2.00000000e-01   0.00000000e+00  -1.04462849e-03  -1.45929769e-06   9.25373604e-23   2.20185062e-05   8.00725450e-04   0.00000000e+00
 4.19000000e+00   6.00000000e-01   2.00000000e-01   0.00000000e+00  -1.04398450e-03  -1.47668741e-06  -1.74338963e-22   2.20184704e-05   8.00778756e-04   0.00000000e+00
 4.20000000e+00   6.00000000e-01   2.00000000e-01   0.00000000e+00  -1.04334766e-03  -1.49508238e-06   6.69338301e-24   2.20185139e-05   8.00804189e-04   0.00000000e+00
 4.21000000e+00   6.00000000e-01   2.00000000e-01   0.00000000e+00  -1.04271846e-03  -1.51180012e-06   1.11932566e-23   2.20186330e-05   8.00802874e-04   0.00000000e+00
 4.22000000e+00   6.00000000e-01   2.00000000e-01   0.00000000e+00  -1.04209737e-03  -1.52980002e-06  -7.07197424e-24   2.20188208e-05   8.00775946e-04   0.00000000e+00
 4.23000000e+00   6.00000000e-01   2.00000000e-01   0.00000000e+00  -1.04148296e-03  -1.54601494e-06   8.02087631e-24   2.20190740e-05   8.00724524e-04   0.00000000e+00
 4.24000000e+00   6.00000000e-01   2.00000000e-01   0.00000000e+00  -1.04087705e-03  -1.56342708e-06  -8.83925306e-23   2.20193927e-05   8.00649744e-04   0.00000000e+00
 4.25000000e+00   6.00000000e-01   2.00000000e-01   0.00000000e+00  -1.04027262e-03  -1.57973701e-06   1.67082205e-22   2.20197824e-05   8.00552705e-04   0.00000000e+00
 4.26000000e+00   6.00000000e-01   2.00000000e-01   0.00000000e+00  -1.03967994e-03  -1.59680824e-06  -1.11334721e-24   2.20202358e-05   8.00434514e-04   0.00000000e+00
 4.27000000e+00   6.00000000e-01   2.00000000e-01   0.00000000e+00  -1.03909307e-03  -1.61242260e-06  -3.67275561e-24   2.20207317e-05   8.00296312e-04   0.00000000e+00
 4.28000000e+00   6.00000000e-01   2.00000000e-01   0.00000000e+00  -1.03851528e-03  -1.62875307e-06  -7.99657917e-23   2.20212650e-05   8.00139186e-04   0.00000000e+00
 4.29000000e+00   6.00000000e-01   2.00000000e-01   0.00000000e+00  -1.03794451e-03  -1.64340075e-06   6.53844965e-24   2.20218486e-05   7.99964216e-04   0.00000000e+00
 4.30000000e+00   6.00000000e-01   2.00000000e-01   0.00000000e+00  -1.03738095e-03  -1.65896778e-06   1.70718338e-22   2.20224879e-05   7.99772477e-04   0.00000000e+00
 4.31000000e+00   6.00000000e-01   2.00000000e-01   0.00000000e+00  -1.03682328e-03  -1.67270678e-06  -8.78137813e-23   2.20231664e-05   7.99564988e-04   0.00000000e+00
 4.32000000e+00   6.00000000e-01   2.00000000e-01   0.00000000e+00  -1.03627261e-03  -1.68704337e-06   7.43732921e-23   2.20238722e-05   7.99342794e-04   0.00000000e+00
 4.33000000e+00   6.00000000e-01   2.00000000e-01   0.00000000e+00  -1.03573009e-03  -1.70042855e-06  -7.81854111e-23   2.20246131e-05   7.99106828e-04   0.00000000e+00
 4.34000000e+00   6.00000000e-01   2.00000000e-01   0.00000000e+00  -1.03519276e-03  -1.71259121e-06  -7.28360871e-26   2.20253942e-05   7.98858092e-04   0.00000000e+00
 4.35000000e+00   6.00000000e-01   2.00000000e-01   0.00000000e+00  -1.03466316e-03  -1.72617264e-06  -8.36669234e-23   2.20262057e-05   7.98597487e-04   0.00000000e+00
 4.36000000e+00   6.00000000e-01   2.00000000e-01   0.00000000e+00  -1.03413898e-03  -1.73610971e-06   2.76729767e-24   2.20270383e-05   7.98325884e-04   0.00000000e+00
 4.37000000e+00   6.00000000e-01   2.00000000e-01   0.00000000e+00  -1.03362241e-03  -1.74915265e-06  -8.85725206e-23   2.20278926e-05   7.98044168e-04   0.00000000e+00
 4.38000000e+00   6.00000000e-01   2.00000000e-01   0.00000000e+00  -1.03311169e-03  -1.75778655e-06   8.66801924e-23   2.20287741e-05   7.97753128e-04   0.00000000e+00
 4.39000000e+00   6.00000000e-01   2.00000000e-01   0.00000000e+00  -1.03259389e-03  -1.76922516e-06  -2.55033527e-24   2.20297007e-05   7.97453636e-04   0.00000000e+00
 4.40000000e+00   6.00000000e-01   2.00000000e-01   0.00000000e+00  -1.03209425e-03  -1.77777236e-06   7.66172138e-23   2.20306561e-05   7.97146468e-04   0.00000000e+00
 4.41000000e+00   6.00000000e-01   2.00000000e-01   0.00000000e+00  -1.03160285e-03  -1.78721408e-06  -7.46300622e-24   2.20315973e-05   7.96832344e-04   0.00000000e+00
 4.42000000e+00   6.00000000e-01   2.00000000e-01   0.00000000e+00  -1.03111537e-03  -1.79476803e-06   9.01478074e-24   2.20325251e-05   7.96511972e-04   0.00000000e+00
 4.43000000e+00   6.00000000e-01   2.00000000e-01   0.00000000e+00  -1.03063884e-03  -1.80284137e-06   1.74972941e-22   2.20334774e-05   7.96186003e-04   0.00000000e+00
 4.44000000e+00   6.00000000e-01   2.00000000e-01   0.00000000e+00  -1.03016532e-03  -1.80905712e-06  -7.04721381e-24   2.20344690e-05   7.95855065e-04   0.00000000e+00
 4.45000000e+00   6.00000000e-01   2.00000000e-01   0.00000000e+00  -1.02969567e-03  -1.81588407e-06  -1.78623649e-22   2.20354617e-05   7.95519783e-04   0.00000000e+00
 4.46000000e+00   6.00000000e-01   2.00000000e-01   0.00000000e+00  -1.02923339e-03  -1.82096113e-06  -1.59873381e-23   2.20364365e-05   7.95180738e-04   0.00000000e+00
 4.47000000e+00   6.00000000e-01   2.00000000e-01   0.00000000e+00  -1.02877764e-03  -1.82653921e-06  -1.65257469e-22   2.20374241e-05   7.94838471e-04   0.00000000e+00
 4.48000000e+00   6.00000000e-01   2.00000000e-01   0.00000000e+00  -1.02832459e-03  -1.83069185e-06  -1.66299871e-22   2.20384385e-05   7.94493501e-04   0.00000000e+00
 4.49000000e+00   6.00000000e-01   2.00000000e-01   0.00000000e+00  -1.02787605e-03  -1.83505954e-06  -7.60562369e-23   2.20394628e-05   7.94146294e-04   0.00000000e+00
 4.50000000e+00   6.00000000e-01   2.00000000e-01   0.00000000e+00  -1.02743860e-03  -1.83797035e-06   1.53169193e-22   2.20404701e-05   7.93797355e-04   0.00000000e+00
 4.51000000e+00   6.00000000e-01   2.00000000e-01   0.00000000e+00  -1.02700346e-03  -1.84133483e-06  -7.27040491e-24   2.20414598e-05   7.93447195e-04   0.00000000e+00
 4.52000000e+00   6.00000000e-01   2.00000000e-01   0.00000000e+00  -1.02657667e-03  -1.84327194e-06   4.57048283e-24   2.20424630e-05   7.93096251e-04   0.00000000e+00
 4.53000000e+00   6.00000000e-01   2.00000000e-01   0.00000000e+00  -1.02615428e-03  -1.84561149e-06   1.31773301e-23   2.20434823e-05   7.92744954e-04   0.00000000e+00
 4.54000000e+00   6.00000000e-01   2.00000000e-01   0.00000000e+00  -1.02573512e-03  -1.84649258e-06   7.99613688e-23   2.20444905e-05   7.92393725e-04   0.00000000e+00
 4.55000000e+00   6.00000000e-01   2.00000000e-01   0.00000000e+00  -1.02532476e-03  -1.84801737e-06   1.12347270e-23   2.20454788e-05   7.92042987e-04   0.00000000e+00
 4.56000000e+00   6.00000000e-01   2.00000000e-01   0.00000000e+00  -1.02491923e-03  -1.84835651e-06  -8.22566395e-23   2.20464645e-05   7.91693138e-04   0.00000000e+00
 4.57000000e+00   6.00000000e-01   2.00000000e-01   0.00000000e+00  -1.02451658e-03  -1.84868064e-06  -7.66996821e-23   2.20474605e-05   7.91344570e-04   0.00000000e+00
 4.58000000e+00   6.00000000e-01   2.00000000e-01   0.00000000e+00  -1.02412071e-03  -1.84890904e-06  -9.01483131e-23   2.20484537e-05   7.90997702e-04   0.00000000e+00
 4.59000000e+00   6.00000000e-01   2.00000000e-01   0.00000000e+00  -1.02372778e-03  -1.84834826e-06   5.93051425e-25   2.20494293e-05   7.90652939e-04   0.00000000e+00
 4.60000000e+00   6.00000000e-01   2.00000000e-01   0.00000000e+00  -1.02334106e-03  -1.84840163e-06  -8.35867769e-24   2.20503925e-05   7.90310633e-04   0.00000000e+00
 4.61000000e+00   6.00000000e-01   2.00000000e-01   0.00000000e+00  -1.02295997e-03  -1.84702602e-06   7.46242875e-23   2.20513546e-05   7.89971174e-04   0.00000000e+00
 4.62000000e+00   6.00000000e-01   2.00000000e-01   0.00000000e+00  -1.02258490e-03  -1.84667773e-06   2.32869739e-25   2.20523107e-05   7.89634952e-04   0.00000000e+00
 4.63000000e+00   6.00000000e-01   2.00000000e-01   0.00000000e+00  -1.02221178e-03  -1.84504353e-06   1.62232226e-22   2.20532476e-05   7.89302312e-04   0.00000000e+00
 4.64000000e+00   6.00000000e-01   2.00000000e-01   0.00000000e+00  -1.02184535e-03  -1.84405479e-06  -9.59247654e-23   2.20541707e-05   7.88973613e-04   0.00000000e+00
 4.65000000e+00   6.00000000e-01   2.00000000e-01   0.00000000e+00  -1.02148323e-03  -1.84218977e-06  -7.62536893e-23   2.20550907e-05   7.88649203e-04   0.00000000e+00
 4.66000000e+00   6.00000000e-01   2.00000000e-01   0.00000000e+00  -1.02109335e-03  -1.84130226e-06   1.31187909e-25   2.20560704e-05   7.88330623e-04   0.00000000e+00
 4.67000000e+00   6.00000000e-01   2.00000000e-01   0.00000000e+00  -1.02073515e-03  -1.84982359e-06   1.62688631e-22   2.20570480e-05   7.88018924e-04   0.00000000e+00
 4.68000000e+00   6.00000000e-01   2.00000000e-01   0.00000000e+00  -1.02037628e-03  -1.84423500e-06  -7.83193189e-23   2.20579346e-05   7.87713549e-04   0.00000000e+00
 4.69000000e+00   6.00000000e-01   2.00000000e-01   0.00000000e+00  -1.02003359e-03  -1.84761100e-06   7.62522071e-23   2.20587395e-05   7.87414287e-04   0.00000000e+00
 4.70000000e+00   6.00000000e-01   2.00000000e-01   0.00000000e+00  -1.01969593e-03  -1.84158920e-06  -8.15025604e-23   2.20595280e-05   7.87121583e-04   0.00000000e+00
 4.71000000e+00   6.00000000e-01   2.00000000e-01   0.00000000e+00  -1.01936287e-03  -1.84338282e-06  -9.04061730e-23   2.20603722e-05   7.86835673e-04   0.00000000e+00
 4.72000000e+00   6.00000000e-01   2.00000000e-01   0.00000000e+00  -1.01902905e-03  -1.83749724e-06  -4.35042620e-24   2.20611936e-05   7.86556554e-04   0.00000000e+00
 4.73000000e+00   6.00000000e-01   2.00000000e-01   0.00000000e+00  -1.01869937e-03  -1.83640910e-06  -8.78691482e-23   2.20619342e-05   7.86284580e-04   0.00000000e+00
 4.74000000e+00   6.00000000e-01   2.00000000e-01   0.00000000e+00  -1.01838048e-03  -1.83225296e-06   8.58370357e-23   2.20626557e-05   7.86019934e-04   0.00000000e+00
 4.75000000e+00   6.00000000e-01   2.00000000e-01   0.00000000e+00  -1.01806385e-03  -1.82839515e-06  -9.29424145e-23   2.20633950e-05   7.85762787e-04   0.00000000e+00
 4.76000000e+00   6.00000000e-01   2.00000000e-01   0.00000000e+00  -1.01774971e-03  -1.82531221e-06   4.51815638e-24   2.20641210e-05   7.85513374e-04   0.00000000e+00
 4.77000000e+00   6.00000000e-01   2.00000000e-01   0.00000000e+00  -1.01743793e-03  -1.81990872e-06  -7.97160781e-24   2.20648015e-05   7.85271913e-04   0.00000000e+00
 4.78000000e+00   6.00000000e-01   2.00000000e-01   0.00000000e+00  -1.01713279e-03  -1.81732043e-06  -3.90665588e-24   2.20654425e-05   7.85038491e-04   0.00000000e+00
 4.79000000e+00   6.00000000e-01   2.00000000e-01   0.00000000e+00  -1.01683357e-03  -1.81075232e-06   1.61612126e-22   2.20660850e-05   7.84813192e-04   0.00000000e+00
 4.80000000e+00   6.00000000e-01   2.00000000e-01   0.00000000e+00  -1.01653566e-03  -1.80739268e-06  -4.43525349e-25   2.20667227e-05   7.84596217e-04   0.00000000e+00
 4.81000000e+00   6.00000000e-01   2.00000000e-01   0.00000000e+00  -1.01624032e-03  -1.80138227e-06  -8.08031572e-23   2.20673177e-05   7.84387535e-04   0.00000000e+00
 4.82000000e+00   6.00000000e-01   2.00000000e-01   0.00000000e+00  -1.01595204e-03  -1.79637586e-06   8.86853117e-23   2.20678821e-05   7.84187276e-04   0.00000000e+00
 4.83000000e+00   6.00000000e-01   2.00000000e-01   0.00000000e+00  -1.01566696e-03  -1.79116423e-06  -7.74256193e-24   2.20684331e-05   7.83995503e-04   0.00000000e+00
 4.84000000e+00   6.00000000e-01   2.00000000e-01   0.00000000e+00  -1.01538507e-03  -1.78511012e-06   9.66451771e-23   2.20689722e-05   7.83812210e-04   0.00000000e+00
 4.85000000e+00   6.00000000e-01   2.00000000e-01   0.00000000e+00  -1.01510784e-03  -1.78004910e-06   9.14394891e-23   2.20694847e-05   7.83637538e-04   0.00000000e+00
 4.86000000e+00   6.00000000e-01   2.00000000e-01   0.00000000e+00  -1.01483367e-03  -1.77387295e-06   2.62707221e-24   2.20699602e-05   7.83471512e-04   0.00000000e+00
 4.87000000e+00   6.00000000e-01   2.00000000e-01   0.00000000e+00  -1.01456598e-03  -1.76850672e-06  -1.69233632e-22   2.20704159e-05   7.83314199e-04   0.00000000e+00
