  TimeWindow  Iteration  ResAbsOrRel(Solid-Mesh:Displacement)  ResRel(Solid-Mesh:Force)
   368       1   0.00000000e+00   7.27640896e-02
   368       2   0.00000000e+00   7.30583160e-02
   368       3   0.00000000e+00   1.18893410e-06
   369       1   0.00000000e+00   7.09873429e-02
   369       2   0.00000000e+00   7.12638539e-02
   369       3   0.00000000e+00   3.40215694e-07
   370       1   0.00000000e+00   6.91970459e-02
   370       2   0.00000000e+00   6.94572506e-02
   370       3   0.00000000e+00   3.11165676e-05
   371       1   0.00000000e+00   6.74211463e-02
   371       2   0.00000000e+00   6.76520306e-02
   371       3   0.00000000e+00   1.22101951e-06
   372       1   0.00000000e+00   6.56418029e-02
   372       2   0.00000000e+00   6.58685563e-02
   372       3   0.00000000e+00   1.51413861e-06
   373       1   0.00000000e+00   6.38898852e-02
   373       2   0.00000000e+00   6.40881987e-02
   373       3   0.00000000e+00   4.45418880e-06
   374       1   0.00000000e+00   6.21308783e-02
   374       2   0.00000000e+00   6.23247516e-02
   374       3   0.00000000e+00   1.92498649e-06
   375       1   0.00000000e+00   6.04016119e-02
   375       2   0.00000000e+00   6.05712164e-02
   375       3   0.00000000e+00   5.73316936e-07
   376       1   0.00000000e+00   5.86675385e-02
   376       2   0.00000000e+00   5.88305825e-02
   376       3   0.00000000e+00   4.38629461e-07
   377       1   0.00000000e+00   5.69455055e-02
   377       2   0.00000000e+00   5.70900969e-02
   377       3   0.00000000e+00   3.39169635e-07
   378       1   0.00000000e+00   5.52320854e-02
   378       2   0.00000000e+00   5.53638177e-02
   378       3   0.00000000e+00   4.37929765e-07
   379       1   0.00000000e+00   5.35156086e-02
   379       2   0.00000000e+00   5.36409097e-02
   379       3   0.00000000e+00   4.42071536e-07
   380       1   0.00000000e+00   5.18231793e-02
   380       2   0.00000000e+00   5.19274964e-02
   380       3   0.00000000e+00   1.04185213e-06
   381       1   0.00000000e+00   5.01355599e-02
   381       2   0.00000000e+00   5.02403139e-02
   381       3   0.00000000e+00   2.15705224e-07
   382       1   0.00000000e+00   4.84808983e-02
   382       2   0.00000000e+00   4.85677613e-02
   382       3   0.00000000e+00   9.27528106e-08
   383       1   0.00000000e+00   4.68323922e-02
   383       2   0.00000000e+00   4.69165120e-02
   383       3   0.00000000e+00   1.21437828e-07
   384       1   0.00000000e+00   4.52105464e-02
   384       2   0.00000000e+00   4.52827138e-02
   384       3   0.00000000e+00   1.28329315e-07
   385       1   0.00000000e+00   4.35900352e-02
   385       2   0.00000000e+00   4.36568296e-02
   385       3   0.00000000e+00   8.65277114e-08
   386       1   0.00000000e+00   4.19939634e-02
   386       2   0.00000000e+00   4.20487042e-02
   386       3   0.00000000e+00   2.51788027e-07
   387       1   0.00000000e+00   4.04138908e-02
   387       2   0.00000000e+00   4.04660776e-02
   387       3   0.00000000e+00   8.20663043e-08
   388       1   0.00000000e+00   3.88588547e-02
   388       2   0.00000000e+00   3.89025654e-02
   388       3   0.00000000e+00   1.28593148e-07
   389       1   0.00000000e+00   3.73234602e-02
   389       2   0.00000000e+00   3.73618972e-02
   389       3   0.00000000e+00   8.90261243e-08
   390       1   0.00000000e+00   3.58083389e-02
   390       2   0.00000000e+00   3.58430508e-02
   390       3   0.00000000e+00   6.17212830e-08
   391       1   0.00000000e+00   3.43190081e-02
   391       2   0.00000000e+00   3.43455645e-02
   391       3   0.00000000e+00   1.50337776e-07
   392       1   0.00000000e+00   3.28454010e-02
   392       2   0.00000000e+00   3.28718824e-02
   392       3   0.00000000e+00   1.48855910e-07
   393       1   0.00000000e+00   3.14021602e-02
   393       2   0.00000000e+00   3.14199054e-02
   393       3   0.00000000e+00   8.40473337e-08
   394       1   0.00000000e+00   2.99738155e-02
   394       2   0.00000000e+00   2.99929575e-02
   394       3   0.00000000e+00   1.58929210e-07
   395       1   0.00000000e+00   2.85782271e-02
   395       2   0.00000000e+00   2.85891891e-02
   395       3   0.00000000e+00   2.23533993e-07
   396       1   0.00000000e+00   2.71989211e-02
   396       2   0.00000000e+00   2.72117280e-02
   396       3   0.00000000e+00   1.27623586e-07
   397       1   0.00000000e+00   2.58527562e-02
   397       2   0.00000000e+00   2.58588286e-02
   397       3   0.00000000e+00   7.73937427e-08
   398       1   0.00000000e+00   2.45254656e-02
   398       2   0.00000000e+00   2.45325432e-02
   398       3   0.00000000e+00   1.24554644e-07
   399       1   0.00000000e+00   2.32304995e-02
   399       2   0.00000000e+00   2.32326407e-02
   399       3   0.00000000e+00   1.33674316e-07
   400       1   0.00000000e+00   2.19568315e-02
   400       2   0.00000000e+00   2.19593166e-02
   400       3   0.00000000e+00   2.23677137e-07
   401       1   0.00000000e+00   2.07151896e-02
   401       2   0.00000000e+00   2.07136795e-02
   401       3   0.00000000e+00   2.67469378e-07
   402       1   0.00000000e+00   1.94962385e-02
   402       2   0.00000000e+00   1.94954937e-02
   402       3   0.00000000e+00   1.38448943e-07
   403       1   0.00000000e+00   1.83091215e-02
   403       2   0.00000000e+00   1.83049324e-02
   403       3   0.00000000e+00   6.25135948e-08
   404       1   0.00000000e+00   1.71462563e-02
   404       2   0.00000000e+00   1.71425004e-02
   404       3   0.00000000e+00   1.77024008e-07
   405       1   0.00000000e+00   1.60151225e-02
   405       2   0.00000000e+00   1.60087845e-02
   405       3   0.00000000e+00   8.64956969e-08
   406       1   0.00000000e+00   1.49088226e-02
   406       2   0.00000000e+00   1.49028525e-02
   406       3   0.00000000e+00   1.53822329e-07
   407       1   0.00000000e+00   1.38344425e-02
   407       2   0.00000000e+00   1.38260848e-02
   407       3   0.00000000e+00   1.14930516e-07
   408       1   0.00000000e+00   1.27848815e-02
   408       2   0.00000000e+00   1.27774587e-02
   408       3   0.00000000e+00   1.36422928e-07
   409       1   0.00000000e+00   1.17682131e-02
   409       2   0.00000000e+00   1.17579720e-02
   409       3   0.00000000e+00   1.03705368e-07
   410       1   0.00000000e+00   1.07757205e-02
   410       2   0.00000000e+00   1.07671483e-02
   410       3   0.00000000e+00   1.91603357e-07
   411       1   0.00000000e+00   9.81674708e-03
   411       2   0.00000000e+00   9.80501285e-03
   412       1   0.00000000e+00   8.88071695e-03
   412       2   0.00000000e+00   8.87135709e-03
   413       1   0.00000000e+00   7.98047444e-03
   413       2   0.00000000e+00   7.96642233e-03
   414       1   0.00000000e+00   7.09860446e-03
   414       2   0.00000000e+00   7.08961918e-03
   415       1   0.00000000e+00   6.25813749e-03
   415       2   0.00000000e+00   6.24080166e-03
   416       1   0.00000000e+00   5.43274728e-03
   416       2   0.00000000e+00   5.42309022e-03
   417       1   0.00000000e+00   4.64917101e-03
   417       2   0.00000000e+00   4.63001796e-03
   418       1   0.00000000e+00   3.87915432e-03
   418       2   0.00000000e+00   3.86658751e-03
   419       1   0.00000000e+00   3.15255785e-03
   419       2   0.00000000e+00   3.13034706e-03
   420       1   0.00000000e+00   2.44107361e-03
   420       2   0.00000000e+00   2.42409968e-03
   421       1   0.00000000e+00   1.77996921e-03
   421       2   0.00000000e+00   1.74912488e-03
   422       1   0.00000000e+00   1.14784966e-03
   422       2   0.00000000e+00   1.11695010e-03
   423       1   0.00000000e+00   6.33308553e-04
   423       2   0.00000000e+00   5.69935232e-04
   424       1   0.00000000e+00   5.15897577e-04
   424       2   0.00000000e+00   4.51360256e-04
   425       1   0.00000000e+00   9.15063865e-04
   425       2   0.00000000e+00   8.88629232e-04
   426       1   0.00000000e+00   1.43138297e-03
   426       2   0.00000000e+00   1.41192661e-03
   427       1   0.00000000e+00   1.94165337e-03
   427       2   0.00000000e+00   1.93452436e-03
   428       1   0.00000000e+00   2.45042635e-03
   428       2   0.00000000e+00   2.44031429e-03
   429       1   0.00000000e+00   2.92721146e-03
   429       2   0.00000000e+00   2.92594435e-03
   430       1   0.00000000e+00   3.39726168e-03
   430       2   0.00000000e+00   3.38945230e-03
   431       1   0.00000000e+00   3.83189625e-03
   431       2   0.00000000e+00   3.83304810e-03
   432       1   0.00000000e+00   4.25848222e-03
   432       2   0.00000000e+00   4.25298085e-03
   433       1   0.00000000e+00   4.65531813e-03
   433       2   0.00000000e+00   4.65426143e-03
   434       1   0.00000000e+00   5.03190928e-03
   434       2   0.00000000e+00   5.03245568e-03
   435       1   0.00000000e+00   5.39739377e-03
   435       2   0.00000000e+00   5.38970079e-03
   436       1   0.00000000e+00   5.72433360e-03
   436       2   0.00000000e+00   5.73132334e-03
   437       1   0.00000000e+00   6.05630700e-03
   437       2   0.00000000e+00   6.04437385e-03
   438       1   0.00000000e+00   6.33745607e-03
   438       2   0.00000000e+00   6.34572417e-03
   439       1   0.00000000e+00   6.62643900e-03
   439       2   0.00000000e+00   6.61628892e-03
   440       1   0.00000000e+00   6.87211892e-03
   440       2   0.00000000e+00   6.87583034e-03
   441       1   0.00000000e+00   7.12020018e-03
   441       2   0.00000000e+00   7.11389767e-03
   442       1   0.00000000e+00   7.33384913e-03
   442       2   0.00000000e+00   7.33458970e-03
   443       1   0.00000000e+00   7.54182544e-03
   443       2   0.00000000e+00   7.53621571e-03
   444       1   0.00000000e+00   7.72006578e-03
   444       2   0.00000000e+00   7.72037133e-03
   445       1   0.00000000e+00   7.89236715e-03
   445       2   0.00000000e+00   7.88622380e-03
   446       1   0.00000000e+00   8.03624140e-03
   446       2   0.00000000e+00   8.03617950e-03
   447       1   0.00000000e+00   8.17374730e-03
   447       2   0.00000000e+00   8.16749211e-03
   448       1   0.00000000e+00   8.28779169e-03
   448       2   0.00000000e+00   8.28680162e-03
   449       1   0.00000000e+00   8.39288949e-03
   449       2   0.00000000e+00   8.38737119e-03
   450       1   0.00000000e+00   8.47372633e-03
   450       2   0.00000000e+00   8.47173105e-03
   451       1   0.00000000e+00   8.54560339e-03
   451       2   0.00000000e+00   8.54005971e-03
   452       1   0.00000000e+00   8.59340891e-03
   452       2   0.00000000e+00   8.59177025e-03
   453       1   0.00000000e+00   8.63386169e-03
   453       2   0.00000000e+00   8.62725127e-03
   454       1   0.00000000e+00   8.65318987e-03
   454       2   0.00000000e+00   8.65221338e-03
   455       1   0.00000000e+00   8.66850362e-03
   455       2   0.00000000e+00   8.66115619e-03
   456       1   0.00000000e+00   8.66013770e-03
   456       2   0.00000000e+00   8.65845566e-03
   457       1   0.00000000e+00   8.64353334e-03
   457       2   0.00000000e+00   8.63848469e-03
   458       1   0.00000000e+00   8.61078131e-03
   458       2   0.00000000e+00   8.60605260e-03
   459       1   0.00000000e+00   8.56504635e-03
   459       2   0.00000000e+00   8.56261545e-03
   460       1   0.00000000e+00   8.51542204e-03
   460       2   0.00000000e+00   8.50823847e-03
   461       1   0.00000000e+00   8.44341031e-03
   461       2   0.00000000e+00   8.44320355e-03
   462       1   0.00000000e+00   8.37169048e-03
   462       2   0.00000000e+00   8.36346107e-03
   463       1   0.00000000e+00   8.27843227e-03
   463       2   0.00000000e+00   8.27783812e-03
   464       1   0.00000000e+00   8.18468243e-03
   464       2   0.00000000e+00   8.17812740e-03
   465       1   0.00000000e+00   8.07101603e-03
   465       2   0.00000000e+00   8.06908938e-03
   466       1   0.00000000e+00   7.94632127e-03
   466       2   0.00000000e+00   7.94506600e-03
   467       1   0.00000000e+00   7.83331303e-03
   467       2   0.00000000e+00   7.81795089e-03
   468       1   0.00000000e+00   7.65996960e-03
   468       2   0.00000000e+00   7.67734028e-03
   469       1   0.00000000e+00   7.54884920e-03
   469       2   0.00000000e+00   7.51692477e-03
   470       1   0.00000000e+00   7.34833856e-03
   470       2   0.00000000e+00   7.37404116e-03
   471       1   0.00000000e+00   7.22664374e-03
   471       2   0.00000000e+00   7.19693949e-03
   472       1   0.00000000e+00   7.02109664e-03
   472       2   0.00000000e+00   7.03708186e-03
   473       1   0.00000000e+00   6.87645014e-03
   473       2   0.00000000e+00   6.85963680e-03
   474       1   0.00000000e+00   6.68059656e-03
   474       2   0.00000000e+00   6.68280628e-03
   475       1   0.00000000e+00   6.50247295e-03
   475       2   0.00000000e+00   6.49866907e-03
   476       1   0.00000000e+00   6.31190520e-03
   476       2   0.00000000e+00   6.30408854e-03
   477       1   0.00000000e+00   6.10755403e-03
   477       2   0.00000000e+00   6.11135237e-03
   478       1   0.00000000e+00   5.92617790e-03
   478       2   0.00000000e+00   5.91217221e-03
   479       1   0.00000000e+00   5.70559014e-03
   479       2   0.00000000e+00   5.71377932e-03
   480       1   0.00000000e+00   5.51276028e-03
   480       2   0.00000000e+00   5.49950641e-03
   481       1   0.00000000e+00   5.29187043e-03
   481       2   0.00000000e+00   5.29455128e-03
   482       1   0.00000000e+00   5.08646018e-03
   482       2   0.00000000e+00   5.08113343e-03
   483       1   0.00000000e+00   4.86709725e-03
   483       2   0.00000000e+00   4.86324984e-03
   484       1   0.00000000e+00   4.64944037e-03
   484       2   0.00000000e+00   4.64839202e-03
   485       1   0.00000000e+00   4.43175444e-03
   485       2   0.00000000e+00   4.42608623e-03
   486       1   0.00000000e+00   4.20470178e-03
   486       2   0.00000000e+00   4.20436405e-03
   487       1   0.00000000e+00   3.98444454e-03
   487       2   0.00000000e+00   3.97903017e-03
   488       1   0.00000000e+00   3.75454943e-03
   488       2   0.00000000e+00   3.75354388e-03
   489       1   0.00000000e+00   3.52913466e-03
   489       2   0.00000000e+00   3.52493968e-03
   490       1   0.00000000e+00   3.30043621e-03
   490       2   0.00000000e+00   3.29825454e-03
   491       1   0.00000000e+00   3.07426137e-03
   491       2   0.00000000e+00   3.07060509e-03
   492       1   0.00000000e+00   2.84284061e-03
   492       2   0.00000000e+00   2.84111630e-03
   493       1   0.00000000e+00   2.61622646e-03
   493       2   0.00000000e+00   2.61189293e-03
   494       1   0.00000000e+00   2.38569939e-03
   494       2   0.00000000e+00   2.38413645e-03
   495       1   0.00000000e+00   2.15934857e-03
   495       2   0.00000000e+00   2.15556936e-03
   496       1   0.00000000e+00   1.93543880e-03
   496       2   0.00000000e+00   1.93126546e-03
   497       1   0.00000000e+00   1.70436142e-03
   497       2   0.00000000e+00   1.70464190e-03
   498       1   0.00000000e+00   1.48696941e-03
   498       2   0.00000000e+00   1.47762637e-03
   499       1   0.00000000e+00   1.25429583e-03
   499       2   0.00000000e+00   1.25711923e-03
   500       1   0.00000000e+00   1.04121456e-03
   500       2   0.00000000e+00   1.03071671e-03
   501       1   0.00000000e+00   8.12447269e-04
   501       2   0.00000000e+00   8.11452829e-04
   502       1   0.00000000e+00   6.00764739e-04
   502       2   0.00000000e+00   5.92031300e-04
   503       1   0.00000000e+00   3.86116914e-04
   503       2   0.00000000e+00   3.75653963e-04
   504       1   0.00000000e+00   1.81437923e-04
   504       2   0.00000000e+00   1.62913019e-04
   505       1   0.00000000e+00   9.72443752e-05
   505       2   0.00000000e+00   5.52399683e-05
   506       1   0.00000000e+00   2.79779512e-04
   506       2   0.00000000e+00   2.61948009e-04
   507       1   0.00000000e+00   4.73301182e-04
   507       2   0.00000000e+00   4.72910268e-04
   508       1   0.00000000e+00   6.81517738e-04
   508       2   0.00000000e+00   6.72648711e-04
   509       1   0.00000000e+00   8.79298227e-04
   509       2   0.00000000e+00   8.77537034e-04
   510       1   0.00000000e+00   1.07901353e-03
   510       2   0.00000000e+00   1.07778321e-03
   511       1   0.00000000e+00   1.27638012e-03
   511       2   0.00000000e+00   1.27135873e-03
   512       1   0.00000000e+00   1.46603166e-03
   512       2   0.00000000e+00   1.46756084e-03
   513       1   0.00000000e+00   1.66270834e-03
   513       2   0.00000000e+00   1.65771164e-03
   514       1   0.00000000e+00   1.84111904e-03
   514       2   0.00000000e+00   1.84339173e-03
   515       1   0.00000000e+00   2.02815162e-03
   515       2   0.00000000e+00   2.02418376e-03
   516       1   0.00000000e+00   2.20713864e-03
   516       2   0.00000000e+00   2.20690083e-03
   517       1   0.00000000e+00   2.38430604e-03
   517       2   0.00000000e+00   2.38444938e-03
   518       1   0.00000000e+00   2.56129543e-03
   518       2   0.00000000e+00   2.55763724e-03
   519       1   0.00000000e+00   2.72805277e-03
   519       2   0.00000000e+00   2.73091900e-03
   520       1   0.00000000e+00   2.90126524e-03
   520       2   0.00000000e+00   2.89658730e-03
   521       1   0.00000000e+00   3.06135649e-03
   521       2   0.00000000e+00   3.06362535e-03
   522       1   0.00000000e+00   3.22530368e-03
   522       2   0.00000000e+00   3.22301014e-03
   523       1   0.00000000e+00   3.37911405e-03
   523       2   0.00000000e+00   3.37879701e-03
   524       1   0.00000000e+00   3.53296780e-03
   524       2   0.00000000e+00   3.53272616e-03
   525       1   0.00000000e+00   3.68451281e-03
   525       2   0.00000000e+00   3.68289175e-03
   526       1   0.00000000e+00   3.82803309e-03
   526       2   0.00000000e+00   3.82868957e-03
   527       1   0.00000000e+00   3.97185086e-03
   527       2   0.00000000e+00   3.97003075e-03
   528       1   0.00000000e+00   4.10865245e-03
   528       2   0.00000000e+00   4.10917293e-03
   529       1   0.00000000e+00   4.24441865e-03
   529       2   0.00000000e+00   4.24267643e-03
   530       1   0.00000000e+00   4.37168944e-03
   530       2   0.00000000e+00   4.37279818e-03
   531       1   0.00000000e+00   4.50295283e-03
   531       2   0.00000000e+00   4.49982724e-03
   532       1   0.00000000e+00   4.61896555e-03
   532       2   0.00000000e+00   4.62195436e-03
   533       1   0.00000000e+00   4.74370688e-03
   533       2   0.00000000e+00   4.73901702e-03
   534       1   0.00000000e+00   4.85215508e-03
   534       2   0.00000000e+00   4.85569813e-03
   535       1   0.00000000e+00   4.96756857e-03
   535       2   0.00000000e+00   4.96363960e-03
   536       1   0.00000000e+00   5.06935917e-03
   536       2   0.00000000e+00   5.07121464e-03
   537       1   0.00000000e+00   5.17626682e-03
   537       2   0.00000000e+00   5.17409012e-03
   538       1   0.00000000e+00   5.27033141e-03
   538       2   0.00000000e+00   5.27118893e-03
   539       1   0.00000000e+00   5.36791415e-03
   539       2   0.00000000e+00   5.36584270e-03
   540       1   0.00000000e+00   5.45595262e-03
   540       2   0.00000000e+00   5.45714607e-03
   541       1   0.00000000e+00   5.54461050e-03
   541       2   0.00000000e+00   5.54232934e-03
   542       1   0.00000000e+00   5.62447464e-03
   542       2   0.00000000e+00   5.62558327e-03
   543       1   0.00000000e+00   5.70684665e-03
   543       2   0.00000000e+00   5.70461087e-03
   544       1   0.00000000e+00   5.77542511e-03
   544       2   0.00000000e+00   5.77722734e-03
   545       1   0.00000000e+00   5.85184786e-03
   545       2   0.00000000e+00   5.84795620e-03
   546       1   0.00000000e+00   5.91184916e-03
   546       2   0.00000000e+00   5.91553487e-03
   547       1   0.00000000e+00   5.97949979e-03
   547       2   0.00000000e+00   5.97447565e-03
   548       1   0.00000000e+00   6.02981656e-03
   548       2   0.00000000e+00   6.03405295e-03
   549       1   0.00000000e+00   6.09548605e-03
   549       2   0.00000000e+00   6.08979842e-03
   550       1   0.00000000e+00   6.13876163e-03
   550       2   0.00000000e+00   6.14302007e-03
   551       1   0.00000000e+00   6.19240690e-03
   551       2   0.00000000e+00   6.18819755e-03
   552       1   0.00000000e+00   6.23092096e-03
   552       2   0.00000000e+00   6.23286409e-03
   553       1   0.00000000e+00   6.27440600e-03
   553       2   0.00000000e+00   6.27217884e-03
   554       1   0.00000000e+00   6.30750423e-03
   554       2   0.00000000e+00   6.30861018e-03
   555       1   0.00000000e+00   6.34662155e-03
   555       2   0.00000000e+00   6.34370604e-03
   556       1   0.00000000e+00   6.37084956e-03
   556       2   0.00000000e+00   6.37373520e-03
   557       1   0.00000000e+00   6.40483261e-03
   557       2   0.00000000e+00   6.40006260e-03
   558       1   0.00000000e+00   6.42299243e-03
   558       2   0.00000000e+00   6.42660565e-03
   559       1   0.00000000e+00   6.44834615e-03
   559       2   0.00000000e+00   6.44444699e-03
   560       1   0.00000000e+00   6.46089925e-03
   560       2   0.00000000e+00   6.46278470e-03
   561       1   0.00000000e+00   6.48126228e-03
   561       2   0.00000000e+00   6.47863790e-03
   562       1   0.00000000e+00   6.48809849e-03
   562       2   0.00000000e+00   6.48960804e-03
   563       1   0.00000000e+00   6.50125919e-03
   563       2   0.00000000e+00   6.49821271e-03
   564       1   0.00000000e+00   6.50239466e-03
   564       2   0.00000000e+00   6.50477209e-03
   565       1   0.00000000e+00   6.51003481e-03
   565       2   0.00000000e+00   6.50617768e-03
   566       1   0.00000000e+00   6.50564315e-03
   566       2   0.00000000e+00   6.50817384e-03
   567       1   0.00000000e+00   6.50952792e-03
   567       2   0.00000000e+00   6.50601828e-03
   568       1   0.00000000e+00   6.49899979e-03
   568       2   0.00000000e+00   6.50080599e-03
   569       1   0.00000000e+00   6.49452135e-03
   569       2   0.00000000e+00   6.49229409e-03
   570       1   0.00000000e+00   6.48371939e-03
   570       2   0.00000000e+00   6.48346815e-03
   571       1   0.00000000e+00   6.47075391e-03
   571       2   0.00000000e+00   6.47082034e-03
   572       1   0.00000000e+00   6.45788089e-03
   572       2   0.00000000e+00   6.45577382e-03
   573       1   0.00000000e+00   6.44075114e-03
   573       2   0.00000000e+00   6.44133262e-03
   574       1   0.00000000e+00   6.42131304e-03
   574       2   0.00000000e+00   6.42037159e-03
   575       1   0.00000000e+00   6.40200841e-03
   575       2   0.00000000e+00   6.39988426e-03
   576       1   0.00000000e+00   6.37498191e-03
   576       2   0.00000000e+00   6.37734450e-03
   577       1   0.00000000e+00   6.35439002e-03
   577       2   0.00000000e+00   6.34947693e-03
   578       1   0.00000000e+00   6.32063047e-03
   578       2   0.00000000e+00   6.32450298e-03
   579       1   0.00000000e+00   6.30074275e-03
   579       2   0.00000000e+00   6.29517276e-03
   580       1   0.00000000e+00   6.26098216e-03
   580       2   0.00000000e+00   6.26495166e-03
   581       1   0.00000000e+00   6.23620310e-03
   581       2   0.00000000e+00   6.23100462e-03
   582       1   0.00000000e+00   6.19547651e-03
   582       2   0.00000000e+00   6.19842812e-03
   583       1   0.00000000e+00   6.16442349e-03
   583       2   0.00000000e+00   6.16061953e-03
   584       1   0.00000000e+00   6.12172770e-03
   584       2   0.00000000e+00   6.12322194e-03
   585       1   0.00000000e+00   6.08719851e-03
   585       2   0.00000000e+00   6.08434629e-03
   586       1   0.00000000e+00   6.04142818e-03
   586       2   0.00000000e+00   6.04259698e-03
   587       1   0.00000000e+00   6.00324751e-03
   587       2   0.00000000e+00   6.00025565e-03
   588       1   0.00000000e+00   5.95721891e-03
   588       2   0.00000000e+00   5.95824278e-03
   589       1   0.00000000e+00   5.91421732e-03
   589       2   0.00000000e+00   5.91190059e-03
   590       1   0.00000000e+00   5.86588723e-03
   590       2   0.00000000e+00   5.86605851e-03
   591       1   0.00000000e+00   5.82230955e-03
   591       2   0.00000000e+00   5.82007229e-03
   592       1   0.00000000e+00   5.76948966e-03
   592       2   0.00000000e+00   5.77055542e-03
   593       1   0.00000000e+00   5.72409119e-03
   593       2   0.00000000e+00   5.72044083e-03
   594       1   0.00000000e+00   5.66930028e-03
   594       2   0.00000000e+00   5.67144048e-03
   595       1   0.00000000e+00   5.62197395e-03
   595       2   0.00000000e+00   5.61799555e-03
   596       1   0.00000000e+00   5.56529542e-03
   596       2   0.00000000e+00   5.56689967e-03
   597       1   0.00000000e+00   5.51710412e-03
   597       2   0.00000000e+00   5.51381341e-03
   598       1   0.00000000e+00   5.45706624e-03
   598       2   0.00000000e+00   5.45856535e-03
   599       1   0.00000000e+00   5.40748419e-03
   599       2   0.00000000e+00   5.40357663e-03
   600       1   0.00000000e+00   5.34737712e-03
   600       2   0.00000000e+00   5.34930327e-03
   601       1   0.00000000e+00   5.29433267e-03
   601       2   0.00000000e+00   5.29092678e-03
   602       1   0.00000000e+00   5.23422226e-03
   602       2   0.00000000e+00   5.23476993e-03
   603       1   0.00000000e+00   5.18036912e-03
   603       2   0.00000000e+00   5.17829392e-03
   604       1   0.00000000e+00   5.11943658e-03
   604       2   0.00000000e+00   5.11918036e-03
   605       1   0.00000000e+00   5.06231414e-03
   605       2   0.00000000e+00   5.06067207e-03
   606       1   0.00000000e+00   5.00304113e-03
   606       2   0.00000000e+00   5.00223031e-03
   607       1   0.00000000e+00   4.94307487e-03
   607       2   0.00000000e+00   4.94226218e-03
   608       1   0.00000000e+00   4.88420299e-03
   608       2   0.00000000e+00   4.88238607e-03
   609       1   0.00000000e+00   4.82378653e-03
   609       2   0.00000000e+00   4.82367991e-03
   610       1   0.00000000e+00   4.76379679e-03
   610       2   0.00000000e+00   4.76184467e-03
   611       1   0.00000000e+00   4.70233213e-03
   611       2   0.00000000e+00   4.70187766e-03
   612       1   0.00000000e+00   4.64300650e-03
   612       2   0.00000000e+00   4.64141975e-03
   613       1   0.00000000e+00   4.58041612e-03
   613       2   0.00000000e+00   4.57994351e-03
   614       1   0.00000000e+00   4.52102083e-03
   614       2   0.00000000e+00   4.51901844e-03
   615       1   0.00000000e+00   4.45918991e-03
   615       2   0.00000000e+00   4.45905400e-03
   616       1   0.00000000e+00   4.39781475e-03
   616       2   0.00000000e+00   4.39611044e-03
   617       1   0.00000000e+00   4.33653780e-03
   617       2   0.00000000e+00   4.33547094e-03
   618       1   0.00000000e+00   4.27570129e-03
   618       2   0.00000000e+00   4.27488675e-03
   619       1   0.00000000e+00   4.21388389e-03
   619       2   0.00000000e+00   4.21258159e-03
   620       1   0.00000000e+00   4.15306080e-03
   620       2   0.00000000e+00   4.15177107e-03
   621       1   0.00000000e+00   4.09238718e-03
   621       2   0.00000000e+00   4.09174594e-03
   622       1   0.00000000e+00   4.03125471e-03
   622       2   0.00000000e+00   4.02959258e-03
   623       1   0.00000000e+00   3.97000220e-03
   623       2   0.00000000e+00   3.96941690e-03
   624       1   0.00000000e+00   3.91097605e-03
   624       2   0.00000000e+00   3.90926067e-03
   625       1   0.00000000e+00   3.84888270e-03
   625       2   0.00000000e+00   3.84859659e-03
   626       1   0.00000000e+00   3.79059336e-03
   626       2   0.00000000e+00   3.78839920e-03
   627       1   0.00000000e+00   3.72996451e-03
   627       2   0.00000000e+00   3.72995085e-03
   628       1   0.00000000e+00   3.67089272e-03
   628       2   0.00000000e+00   3.66893984e-03
   629       1   0.00000000e+00   3.61079156e-03
   629       2   0.00000000e+00   3.61021720e-03
   630       1   0.00000000e+00   3.55342165e-03
   630       2   0.00000000e+00   3.55192509e-03
   631       1   0.00000000e+00   3.49371495e-03
   631       2   0.00000000e+00   3.49304786e-03
   632       1   0.00000000e+00   3.43675613e-03
   632       2   0.00000000e+00   3.43499337e-03
   633       1   0.00000000e+00   3.37833739e-03
   633       2   0.00000000e+00   3.37809217e-03
   634       1   0.00000000e+00   3.32133493e-03
   634       2   0.00000000e+00   3.31942719e-03
   635       1   0.00000000e+00   3.26394496e-03
   635       2   0.00000000e+00   3.26342916e-03
   636       1   0.00000000e+00   3.20905633e-03
   636       2   0.00000000e+00   3.20751383e-03
   637       1   0.00000000e+00   3.15153405e-03
   637       2   0.00000000e+00   3.15100792e-03
   638       1   0.00000000e+00   3.09743773e-03
   638       2   0.00000000e+00   3.09552936e-03
   639       1   0.00000000e+00   3.04166985e-03
   639       2   0.00000000e+00   3.04159902e-03
   640       1   0.00000000e+00   2.98784368e-03
   640       2   0.00000000e+00   2.98580422e-03
   641       1   0.00000000e+00   2.93297685e-03
   641       2   0.00000000e+00   2.93267084e-03
   642       1   0.00000000e+00   2.88135358e-03
   642       2   0.00000000e+00   2.87962075e-03
   643       1   0.00000000e+00   2.82647048e-03
   643       2   0.00000000e+00   2.82623076e-03
   644       1   0.00000000e+00   2.77610227e-03
   644       2   0.00000000e+00   2.77396822e-03
   645       1   0.00000000e+00   2.72361268e-03
   645       2   0.00000000e+00   2.72362726e-03
   646       1   0.00000000e+00   2.67254589e-03
   646       2   0.00000000e+00   2.67084413e-03
   647       1   0.00000000e+00   2.62173513e-03
   647       2   0.00000000e+00   2.62086262e-03
   648       1   0.00000000e+00   2.57282546e-03
   648       2   0.00000000e+00   2.57187516e-03
   649       1   0.00000000e+00   2.52306574e-03
